RANK,PLAYER,PLAYER,POS,TEAM,BYE,CMP,ATT,CMP%,Y/A,PassingYDS,PassingTD,PassingINT,RushingAttempts,RushingYDS,RushingY/A,RushingTD,ReceivingTargets,ReceivingREC,ReceivingYDS,ReceivingY/R,ReceivingTD,Interceptions,FumbleRecoveries,Sacks,DefensiveTD,PointsAgainst,YardsAgainst,FGM,FGA,XPM,FPTS
382,Dwayne Washington,Dwayne Washington,RB,NO,14,0,0,0,0,0,0,0,29,125,4.310344828,1,7,6,41,6.833333333,0,0,0,0,0,0,0,0,0,0,28.3
383,Noah Gray,Noah Gray,TE,KC,8,0,0,0,0,0,0,0,0,0,0,0,15,11,102,9.272727273,1,0,0,0,0,0,0,0,0,0,27.9
384,Dyami Brown,Dyami Brown,WR,WSH,14,0,0,0,0,0,0,0,0,0,0,0,17,10,124,12.4,1,0,0,0,0,0,0,0,0,0,27.6
385,Laquon Treadwell,Laquon Treadwell,WR,JAX,11,0,0,0,0,0,0,0,0,0,0,0,17,11,120,10.90909091,1,0,0,0,0,0,0,0,0,0,27.6
386,Connor Heyward,Connor Heyward,TE,PIT,9,0,0,0,0,0,0,0,0,0,0,0,17,12,116,9.666666667,1,0,0,0,0,0,0,0,0,0,27.4
387,Trent Sherfield,Trent Sherfield,WR,MIA,11,0,0,0,0,0,0,0,0,0,0,0,18,10,118,11.8,1,0,0,0,0,0,0,0,0,0,26.9
388,Rico Dowdle,Rico Dowdle,RB,DAL,9,0,0,0,0,0,0,0,21,90,4.285714286,1,9,7,49,7,0,0,0,0,0,0,0,0,0,0,26.7
389,Racey McMath,Racey McMath,WR,TEN,6,0,0,0,0,0,0,0,0,0,0,0,16,10,119,11.9,1,0,0,0,0,0,0,0,0,0,26.2
390,Nick Boyle,Nick Boyle,TE,BAL,10,0,0,0,0,0,0,0,0,0,0,0,15,10,97,9.7,1,0,0,0,0,0,0,0,0,0,26.2
391,Kene Nwangwu,Kene Nwangwu,RB,MIN,7,0,0,0,0,0,0,0,19,81,4.263157895,1,6,4,31,7.75,0,0,0,0,0,0,0,0,0,0,25.9
392,Snoop Conner,Snoop Conner,RB,JAX,11,0,0,0,0,0,0,0,22,94,4.272727273,1,8,6,46,7.666666667,0,0,0,0,0,0,0,0,0,0,25.9
393,Joshua Kelley,Joshua Kelley,RB,LAC,8,0,0,0,0,0,0,0,35,140,4,1,3,2,16,8,0,0,0,0,0,0,0,0,0,0,25.5
394,Jalen Reagor,Jalen Reagor,WR,PHI,7,0,0,0,0,0,0,0,9,51,5.666666667,0,9,5,68,13.6,1,0,0,0,0,0,0,0,0,0,25.4
395,Tyree Jackson,Tyree Jackson,TE,PHI,7,0,0,0,0,0,0,0,0,0,0,0,14,9,98,10.88888889,1,0,0,0,0,0,0,0,0,0,25.2
396,Kendall Blanton,Kendall Blanton,TE,LAR,7,0,0,0,0,0,0,0,0,0,0,0,14,10,101,10.1,1,0,0,0,0,0,0,0,0,0,25.2
397,Gary Brightwell,Gary Brightwell,RB,NYG,9,0,0,0,0,0,0,0,19,83,4.368421053,1,8,7,47,6.714285714,0,0,0,0,0,0,0,0,0,0,25
398,Phillip Lindsay,Phillip Lindsay,RB,IND,14,0,0,0,0,0,0,0,36,153,4.25,1,3,2,13,6.5,0,0,0,0,0,0,0,0,0,0,24.9
399,Tajae Sharpe,Tajae Sharpe,WR,CHI,14,0,0,0,0,0,0,0,0,0,0,0,16,10,110,11,1,0,0,0,0,0,0,0,0,0,24.9
400,Rashard Higgins,Rashard Higgins,WR,CAR,13,0,0,0,0,0,0,0,0,0,0,0,17,10,116,11.6,0,0,0,0,0,0,0,0,0,0,24.3
401,Sean McKeon,Sean McKeon,TE,DAL,9,0,0,0,0,0,0,0,0,0,0,0,14,9,94,10.44444444,1,0,0,0,0,0,0,0,0,0,24.2
402,Breshad Perriman,Breshad Perriman,WR,TB,11,0,0,0,0,0,0,0,0,0,0,0,13,7,112,16,1,0,0,0,0,0,0,0,0,0,23.3
403,Damiere Byrd,Damiere Byrd,WR,ATL,14,0,0,0,0,0,0,0,0,0,0,0,16,10,111,11.1,0,0,0,0,0,0,0,0,0,0,23.2
404,D'Ernest Johnson,D'Ernest Johnson,RB,CLE,9,0,0,0,0,0,0,0,25,116,4.64,1,5,4,26,6.5,0,0,0,0,0,0,0,0,0,0,22.7
405,Danny Gray,Danny Gray,WR,SF,9,0,0,0,0,0,0,0,0,0,0,0,14,9,99,11,1,0,0,0,0,0,0,0,0,0,22.6
406,Dare Ogunbowale,Dare Ogunbowale,RB,HOU,6,0,0,0,0,0,0,0,10,43,4.3,0,12,8,62,7.75,0,0,0,0,0,0,0,0,0,0,22.2
407,Tre'Quan Smith,Tre'Quan Smith,WR,NO,14,0,0,0,0,0,0,0,0,0,0,0,13,8,92,11.5,1,0,0,0,0,0,0,0,0,0,22.2
408,Nick Vannett,Nick Vannett,TE,NO,14,0,0,0,0,0,0,0,0,0,0,0,13,9,93,10.33333333,1,0,0,0,0,0,0,0,0,0,22.1
409,Simi Fehoko,Simi Fehoko,WR,DAL,9,0,0,0,0,0,0,0,0,0,0,0,12,8,90,11.25,1,0,0,0,0,0,0,0,0,0,21.4
410,Trestan Ebner,Trestan Ebner,RB,CHI,14,0,0,0,0,0,0,0,16,65,4.0625,1,7,6,42,7,0,0,0,0,0,0,0,0,0,0,21.1
411,Tre' McKittyQ,Tre' McKittyQ,TE,LAC,8,0,0,0,0,0,0,0,0,0,0,0,12,8,83,10.375,1,0,0,0,0,0,0,0,0,0,21.1
412,Travis Homer,Travis Homer,RB,SEA,11,0,0,0,0,0,0,0,15,66,4.4,0,8,6,46,7.666666667,0,0,0,0,0,0,0,0,0,0,21
413,Blake Bell,Blake Bell,TE,KC,8,0,0,0,0,0,0,0,0,0,0,0,12,9,81,9,1,0,0,0,0,0,0,0,0,0,21
414,Qadree Ollison,Qadree Ollison,RB,ATL,14,0,0,0,0,0,0,0,18,75,4.166666667,1,8,6,39,6.5,0,0,0,0,0,0,0,0,0,0,20.9
415,Marcedes Lewis,Marcedes Lewis,TE,GB,14,0,0,0,0,0,0,0,0,0,0,0,11,8,81,10.125,1,0,0,0,0,0,0,0,0,0,20.9
416,Jamal Agnew,Jamal Agnew,WR,JAX,11,0,0,0,0,0,0,0,4,30,7.5,0,9,5,61,12.2,0,0,0,0,0,0,0,0,0,0,20.8
417,Maxx Williams,Maxx Williams,TE,ARI,13,0,0,0,0,0,0,0,0,0,0,0,11,9,83,9.222222222,1,0,0,0,0,0,0,0,0,0,20.5
418,Chad Henne,Chad Henne,QB,KC,8,26,39,0.6666666667,7.333333333,286,2,1,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2
419,Craig Reynolds,Craig Reynolds,RB,DET,6,0,0,0,0,0,0,0,20,84,4.2,1,5,4,29,7.25,0,0,0,0,0,0,0,0,0,0,20
420,Pierre Strong Jr.,Pierre Strong Jr.,RB,NE,10,0,0,0,0,0,0,0,12,52,4.333333333,0,8,6,44,7.333333333,0,0,0,0,0,0,0,0,0,0,19.9
421,Antoine Wesley,Antoine Wesley,WR,ARI,13,0,0,0,0,0,0,0,0,0,0,0,12,7,88,12.57142857,1,0,0,0,0,0,0,0,0,0,19.8
422,Keith Smith,Keith Smith,RB,ATL,14,0,0,0,0,0,0,0,8,32,4,0,11,8,58,7.25,0,0,0,0,0,0,0,0,0,0,19.7
423,Johnny Mundt,Johnny Mundt,TE,MIN,7,0,0,0,0,0,0,0,0,0,0,0,11,8,79,9.875,1,0,0,0,0,0,0,0,0,0,19.7
424,Adam Shaheen,Adam Shaheen,TE,MIA,11,0,0,0,0,0,0,0,0,0,0,0,12,8,78,9.75,1,0,0,0,0,0,0,0,0,0,19.6
425,Jordan Love,Jordan Love,QB,GB,14,21,33,0.6363636364,7.424242424,245,3,1,3,11,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4
426,Samori Toure,Samori Toure,WR,GB,14,0,0,0,0,0,0,0,0,0,0,0,11,7,82,11.71428571,1,0,0,0,0,0,0,0,0,0,19.2
427,Deonte Harty,Deonte Harty,WR,NO,14,0,0,0,0,0,0,0,0,0,0,0,10,6,80,13.33333333,0,0,0,0,0,0,0,0,0,0,19.2
428,Luke Farrell,Luke Farrell,TE,JAX,11,0,0,0,0,0,0,0,0,0,0,0,11,8,81,10.125,1,0,0,0,0,0,0,0,0,0,19
429,Drew Sample,Drew Sample,TE,CIN,10,0,0,0,0,0,0,0,0,0,0,0,11,8,74,9.25,1,0,0,0,0,0,0,0,0,0,19
430,Chris Manhertz,Chris Manhertz,TE,JAX,11,0,0,0,0,0,0,0,0,0,0,0,11,7,82,11.71428571,1,0,0,0,0,0,0,0,0,0,19
431,C.J. Ham,C.J. Ham,RB,MIN,7,0,0,0,0,0,0,0,2,9,4.5,0,11,9,64,7.111111111,0,0,0,0,0,0,0,0,0,0,18.9
432,Ben Skowronek,Ben Skowronek,WR,LAR,7,0,0,0,0,0,0,0,0,0,0,0,11,7,84,12,1,0,0,0,0,0,0,0,0,0,18.8
433,Ryan Griffin,Ryan Griffin,TE,CHI,14,0,0,0,0,0,0,0,0,0,0,0,11,7,74,10.57142857,1,0,0,0,0,0,0,0,0,0,18.4
434,Ameer Abdullah,Ameer Abdullah,RB,LV,6,0,0,0,0,0,0,0,8,32,4,0,9,6,48,8,0,0,0,0,0,0,0,0,0,0,18.2
435,Charlie Kolar,Charlie Kolar,TE,BAL,10,0,0,0,0,0,0,0,0,0,0,0,10,7,72,10.28571429,1,0,0,0,0,0,0,0,0,0,18
436,Antonio Williams,Antonio Williams,RB,NYG,9,0,0,0,0,0,0,0,15,65,4.333333333,1,5,4,30,7.5,0,0,0,0,0,0,0,0,0,0,17.8
437,Isaiah Likely,Isaiah Likely,TE,BAL,10,0,0,0,0,0,0,0,0,0,0,0,10,7,71,10.14285714,1,0,0,0,0,0,0,0,0,0,17.7
438,Colby Parkinson,Colby Parkinson,TE,SEA,11,0,0,0,0,0,0,0,0,0,0,0,11,7,73,10.42857143,1,0,0,0,0,0,0,0,0,0,17.7
439,Larry Rountree III,Larry Rountree III,RB,LAC,8,0,0,0,0,0,0,0,21,87,4.142857143,1,3,2,15,7.5,0,0,0,0,0,0,0,0,0,0,17.4
440,Miller Forristall,Miller Forristall,TE,CLE,9,0,0,0,0,0,0,0,0,0,0,0,10,7,71,10.14285714,1,0,0,0,0,0,0,0,0,0,17.4
441,Zack Moss,Zack Moss,RB,BUF,7,0,0,0,0,0,0,0,20,81,4.05,1,3,2,15,7.5,0,0,0,0,0,0,0,0,0,0,17.3
442,Jake Funk,Jake Funk,RB,LAR,7,0,0,0,0,0,0,0,20,86,4.3,1,3,2,15,7.5,0,0,0,0,0,0,0,0,0,0,17.2
443,Jody Fortson,Jody Fortson,TE,KC,8,0,0,0,0,0,0,0,0,0,0,0,9,6,63,10.5,1,0,0,0,0,0,0,0,0,0,17.1
444,Isiah Pacheco,Isiah Pacheco,RB,KC,8,0,0,0,0,0,0,0,10,42,4.2,0,6,5,32,6.4,0,0,0,0,0,0,0,0,0,0,16.6
445,Jake Ferguson,Jake Ferguson,TE,DAL,9,0,0,0,0,0,0,0,0,0,0,0,9,6,65,10.83333333,1,0,0,0,0,0,0,0,0,0,16.4
446,Malik Willis,Malik Willis,QB,TEN,6,18,29,0.6206896552,6.931034483,201,1,1,5,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2
447,Mike Boone,Mike Boone,RB,DEN,9,0,0,0,0,0,0,0,11,51,4.636363636,0,5,4,29,7.25,0,0,0,0,0,0,0,0,0,0,15.9
448,Abram Smith,Abram Smith,RB,NO,14,0,0,0,0,0,0,0,21,85,4.047619048,1,2,2,14,7,0,0,0,0,0,0,0,0,0,0,15.8
449,Patrick Ricard,Patrick Ricard,RB,BAL,10,0,0,0,0,0,0,0,0,0,0,0,10,7,54,7.714285714,0,0,0,0,0,0,0,0,0,0,15.6
450,Cole Turner,Cole Turner,TE,WSH,14,0,0,0,0,0,0,0,0,0,0,0,9,6,64,10.66666667,1,0,0,0,0,0,0,0,0,0,15.6
451,Tyler Kroft,Tyler Kroft,TE,SF,9,0,0,0,0,0,0,0,0,0,0,0,9,6,59,9.833333333,1,0,0,0,0,0,0,0,0,0,15.4
452,Brycen Hopkins,Brycen Hopkins,TE,LAR,7,0,0,0,0,0,0,0,0,0,0,0,9,6,60,10,1,0,0,0,0,0,0,0,0,0,15.1
453,Deon Jackson,Deon Jackson,RB,IND,14,0,0,0,0,0,0,0,17,74,4.352941176,1,3,2,14,7,0,0,0,0,0,0,0,0,0,0,14.9
454,Anthony McFarland Jr.,Anthony McFarland Jr.,RB,PIT,9,0,0,0,0,0,0,0,19,80,4.210526316,1,3,2,14,7,0,0,0,0,0,0,0,0,0,0,14.7
455,Durham Smythe,Durham Smythe,TE,MIA,11,0,0,0,0,0,0,0,0,0,0,0,9,6,55,9.166666667,0,0,0,0,0,0,0,0,0,0,14.5
456,Ben Ellefson,Ben Ellefson,TE,MIN,7,0,0,0,0,0,0,0,0,0,0,0,8,6,58,9.666666667,1,0,0,0,0,0,0,0,0,0,14.5
457,Brock Wright,Brock Wright,TE,DET,6,0,0,0,0,0,0,0,0,0,0,0,8,6,57,9.5,0,0,0,0,0,0,0,0,0,0,14.3
458,Kyren Williams,Kyren Williams,RB,LAR,7,0,0,0,0,0,0,0,16,67,4.1875,1,3,2,15,7.5,0,0,0,0,0,0,0,0,0,0,14.2
459,Sam Darnold,Sam Darnold,QB,CAR,13,23,38,0.6052631579,6.605263158,251,1,1,3,11,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
460,Chigoziem Okonkwo,Chigoziem Okonkwo,TE,TEN,6,0,0,0,0,0,0,0,0,0,0,0,8,5,56,11.2,0,0,0,0,0,0,0,0,0,0,13.5
461,MyCole Pruitt,MyCole Pruitt,TE,ATL,14,0,0,0,0,0,0,0,0,0,0,0,8,5,53,10.6,0,0,0,0,0,0,0,0,0,0,13.5
462,Matt Corral,Matt Corral,QB,CAR,13,22,36,0.6111111111,6.638888889,239,1,1,3,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7
463,Jaret Patterson,Jaret Patterson,RB,WSH,14,0,0,0,0,0,0,0,8,36,4.5,0,5,4,28,7,0,0,0,0,0,0,0,0,0,0,12.7
464,Jason Huntley,Jason Huntley,RB,PHI,7,0,0,0,0,0,0,0,9,38,4.222222222,0,5,3,24,8,0,0,0,0,0,0,0,0,0,0,12.3
465,Demetric Felton Jr.,Demetric Felton Jr.,RB,CLE,9,0,0,0,0,0,0,0,6,28,4.666666667,0,5,4,28,7,0,0,0,0,0,0,0,0,0,0,12.2
466,Ty Johnson,Ty Johnson,RB,NYJ,10,0,0,0,0,0,0,0,7,32,4.571428571,0,5,4,33,8.25,0,0,0,0,0,0,0,0,0,0,12.1
467,Trenton Cannon,Trenton Cannon,RB,TEN,6,0,0,0,0,0,0,0,5,19,3.8,0,5,4,29,7.25,0,0,0,0,0,0,0,0,0,0,12
468,Tyler Badie,Tyler Badie,RB,BAL,10,0,0,0,0,0,0,0,12,48,4,0,3,2,17,8.5,0,0,0,0,0,0,0,0,0,0,11.9
469,Alec Ingold,Alec Ingold,RB,MIA,11,0,0,0,0,0,0,0,4,17,4.25,0,6,4,32,8,0,0,0,0,0,0,0,0,0,0,11.8
470,Jakob Johnson,Jakob Johnson,RB,LV,6,0,0,0,0,0,0,0,4,16,4,0,6,4,33,8.25,0,0,0,0,0,0,0,0,0,0,11.6
471,Keaontay Ingram,Keaontay Ingram,RB,ARI,13,0,0,0,0,0,0,0,12,50,4.166666667,0,3,2,16,8,0,0,0,0,0,0,0,0,0,0,11.6
472,Ko Kieft,Ko Kieft,TE,TB,11,0,0,0,0,0,0,0,0,0,0,0,7,4,47,11.75,0,0,0,0,0,0,0,0,0,0,11.4
473,Darrynton Evans,Darrynton Evans,RB,CHI,14,0,0,0,0,0,0,0,12,50,4.166666667,0,2,2,13,6.5,0,0,0,0,0,0,0,0,0,0,11.2
474,Patrick Taylor,Patrick Taylor,RB,GB,14,0,0,0,0,0,0,0,11,48,4.363636364,0,3,2,15,7.5,0,0,0,0,0,0,0,0,0,0,11
475,Myles Gaskin,Myles Gaskin,RB,MIA,11,0,0,0,0,0,0,0,11,45,4.090909091,0,3,2,13,6.5,0,0,0,0,0,0,0,0,0,0,10.8
476,Tevin Coleman,Tevin Coleman,RB,NYJ,10,0,0,0,0,0,0,0,11,47,4.272727273,0,3,2,15,7.5,0,0,0,0,0,0,0,0,0,0,10.8
477,Nick Bowers,Nick Bowers,TE,LV,6,0,0,0,0,0,0,0,0,0,0,0,6,4,42,10.5,0,0,0,0,0,0,0,0,0,0,10.3
478,Hunter Kampmoyer,Hunter Kampmoyer,TE,LAC,8,0,0,0,0,0,0,0,0,0,0,0,6,4,40,10,0,0,0,0,0,0,0,0,0,0,10.1
479,Hunter Long,Hunter Long,TE,MIA,11,0,0,0,0,0,0,0,0,0,0,0,6,4,40,10,0,0,0,0,0,0,0,0,0,0,10
480,Jason Cabinda,Jason Cabinda,RB,DET,6,0,0,0,0,0,0,0,2,9,4.5,0,6,4,31,7.75,0,0,0,0,0,0,0,0,0,0,9.9
481,Teagan Quitoriano,Teagan Quitoriano,TE,HOU,6,0,0,0,0,0,0,0,0,0,0,0,6,4,42,10.5,0,0,0,0,0,0,0,0,0,0,9.9
482,Tyler Davis,Tyler Davis,TE,GB,14,0,0,0,0,0,0,0,0,0,0,0,5,4,38,9.5,0,0,0,0,0,0,0,0,0,0,9.6
483,Tommy Sweeney,Tommy Sweeney,TE,BUF,7,0,0,0,0,0,0,0,0,0,0,0,6,4,37,9.25,0,0,0,0,0,0,0,0,0,0,9.5
484,Kevin Harris,Kevin Harris,RB,NE,10,0,0,0,0,0,0,0,8,35,4.375,0,3,2,14,7,0,0,0,0,0,0,0,0,0,0,9.3
485,Zach Gentry,Zach Gentry,TE,PIT,9,0,0,0,0,0,0,0,0,0,0,0,6,4,38,9.5,0,0,0,0,0,0,0,0,0,0,9.3
486,Eric Tomlinson,Eric Tomlinson,TE,DEN,9,0,0,0,0,0,0,0,0,0,0,0,5,4,37,9.25,0,0,0,0,0,0,0,0,0,0,9.3
487,Mitchell Wilcox,Mitchell Wilcox,TE,CIN,10,0,0,0,0,0,0,0,0,0,0,0,5,4,37,9.25,0,0,0,0,0,0,0,0,0,0,9.3
488,Johnny Stanton IV,Johnny Stanton IV,RB,CLE,9,0,0,0,0,0,0,0,2,9,4.5,0,5,4,28,7,0,0,0,0,0,0,0,0,0,0,9.2
489,Giovanni Ricci,Giovanni Ricci,RB,CAR,13,0,0,0,0,0,0,0,0,0,0,0,6,4,33,8.25,0,0,0,0,0,0,0,0,0,0,9.2
490,Reggie Gilliam,Reggie Gilliam,RB,BUF,7,0,0,0,0,0,0,0,0,0,0,0,6,4,33,8.25,0,0,0,0,0,0,0,0,0,0,9.1
491,Jeremy Ruckert,Jeremy Ruckert,TE,NYJ,10,0,0,0,0,0,0,0,0,0,0,0,5,4,37,9.25,0,0,0,0,0,0,0,0,0,0,9.1
492,Trey Sermon,Trey Sermon,RB,SF,9,0,0,0,0,0,0,0,9,39,4.333333333,0,2,2,12,6,0,0,0,0,0,0,0,0,0,0,9
493,Stephen Sullivan,Stephen Sullivan,TE,CAR,13,0,0,0,0,0,0,0,0,0,0,0,5,4,38,9.5,0,0,0,0,0,0,0,0,0,0,8.9
494,Nick Bawden,Nick Bawden,RB,NYJ,10,0,0,0,0,0,0,0,0,0,0,0,6,4,31,7.75,0,0,0,0,0,0,0,0,0,0,8.8
495,Tyler Mabry,Tyler Mabry,TE,SEA,11,0,0,0,0,0,0,0,0,0,0,0,5,4,36,9,0,0,0,0,0,0,0,0,0,0,8.7
496,Ryquell Armstead,Ryquell Armstead,RB,JAX,11,0,0,0,0,0,0,0,7,31,4.428571429,0,3,2,15,7.5,0,0,0,0,0,0,0,0,0,0,8.5
497,Derek Watt,Derek Watt,RB,PIT,9,0,0,0,0,0,0,0,0,0,0,0,6,4,31,7.75,0,0,0,0,0,0,0,0,0,0,8.5
498,Khari Blasingame,Khari Blasingame,RB,CHI,14,0,0,0,0,0,0,0,0,0,0,0,5,4,30,7.5,0,0,0,0,0,0,0,0,0,0,8.3
499,Taylor Heinicke,Taylor Heinicke,QB,WSH,14,11,16,0.6875,7.1875,115,1,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
500,Mataeo Durant,Mataeo Durant,RB,PIT,9,0,0,0,0,0,0,0,7,31,4.428571429,0,3,2,14,7,0,0,0,0,0,0,0,0,0,0,8.1
501,Trayveon Williams,Trayveon Williams,RB,CIN,10,0,0,0,0,0,0,0,0,0,0,0,5,4,28,7,0,0,0,0,0,0,0,0,0,0,7.7
502,Kylin Hill,Kylin Hill,RB,GB,14,0,0,0,0,0,0,0,4,16,4,0,3,2,15,7.5,0,0,0,0,0,0,0,0,0,0,7.4
503,Avery Williams,Avery Williams,RB,ATL,14,0,0,0,0,0,0,0,4,15,3.75,0,3,2,14,7,0,0,0,0,0,0,0,0,0,0,7.3
504,Adam Prentice,Adam Prentice,RB,NO,14,0,0,0,0,0,0,0,4,19,4.75,0,3,2,15,7.5,0,0,0,0,0,0,0,0,0,0,7
505,Michael Burton,Michael Burton,RB,KC,8,0,0,0,0,0,0,0,7,30,4.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
506,Duke Johnson,Duke Johnson,RB,BUF,7,0,0,0,0,0,0,0,8,33,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
507,Gabe Nabers,Gabe Nabers,RB,LAC,8,0,0,0,0,0,0,0,4,19,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
508,Ty Chandler,Ty Chandler,RB,MIN,7,0,0,0,0,0,0,0,4,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
509,Justice Hill,Justice Hill,RB,BAL,10,0,0,0,0,0,0,0,3,11,3.666666667,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.3
510,Jerome Ford,Jerome Ford,RB,CLE,9,0,0,0,0,0,0,0,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
511,Godwin Igwebuike,Godwin Igwebuike,RB,DET,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
512,Odell Beckham Jr.,Odell Beckham Jr.,WR,FA,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Jimmy Garoppolo,Jimmy Garoppolo,QB,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Andy Janovich,Andy Janovich,RB,HOU,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Alex Armah,Alex Armah,RB,WSH,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Jeremy McNichols,Jeremy McNichols,RB,PIT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Jonathan Williams,Jonathan Williams,RB,WSH,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
